Index,"Region, development group, country or area of destination",Coverage,Data type,Location code of destination,"Region, development group, country or area of origin",Location code of origin,1990_total,1995_total,2000_total,2005_total,2010_total,2015_total,2020_total,2024_total,1990_males,1995_males,2000_males,2005_males,2010_males,2015_males,2020_males,2024_males,1990_females,1995_females,2000_females,2005_females,2010_females,2015_females,2020_females,2024_females
6996,South Sudan,,B R,728,India,356,..,..,..,..,617,562,576,597,..,..,..,..,617,562,576,597,..,..,..,..,617,562,576,597
7018,Uganda,,B R,800,Burundi,108,24889,26798,28767,25042,18020,18333,27745,23341,24889,26798,28767,25042,18020,18333,27745,23341,24889,26798,28767,25042,18020,18333,27745,23341
7019,Uganda,,B R,800,Eritrea,232,..,..,14,73,2587,4733,7991,23092,..,..,14,73,2587,4733,7991,23092,..,..,14,73,2587,4733,7991,23092
7020,Uganda,,B R,800,Ethiopia,231,..,11,116,168,867,1193,1600,5566,..,11,116,168,867,1193,1600,5566,..,11,116,168,867,1193,1600,5566
7021,Uganda,,B R,800,Kenya,404,11496,12346,13195,13452,13244,13037,12829,12663,11496,12346,13195,13452,13244,13037,12829,12663,11496,12346,13195,13452,13244,13037,12829,12663
7022,Uganda,,B R,800,Rwanda,646,125867,92629,52690,47407,44079,42884,41770,44415,125867,92629,52690,47407,44079,42884,41770,44415,125867,92629,52690,47407,44079,42884,41770,44415
7023,Uganda,,B R,800,Somalia,706,469,2110,2950,4207,11247,21000,27252,35385,469,2110,2950,4207,11247,21000,27252,35385,469,2110,2950,4207,11247,21000,27252,35385
7024,Uganda,,B R,800,South Sudan,728,..,..,..,..,..,90380,452068,511117,..,..,..,..,..,90380,452068,511117,..,..,..,..,..,90380,452068,511117
7025,Uganda,,B R,800,United Republic of Tanzania,834,27334,25052,22770,20579,18458,16337,14217,12520,27334,25052,22770,20579,18458,16337,14217,12520,27334,25052,22770,20579,18458,16337,14217,12520
7027,Uganda,,B R,800,Democratic Republic of the Congo,180,24002,29412,31699,42108,82362,152989,272236,347886,24002,29412,31699,42108,82362,152989,272236,347886,24002,29412,31699,42108,82362,152989,272236,347886
7029,Uganda,,B R,800,Sudan,729,28315,104536,119829,132884,47060,47847,57643,76525,28315,104536,119829,132884,47060,47847,57643,76525,28315,104536,119829,132884,47060,47847,57643,76525
7032,Uganda,,B R,800,United Kingdom*,826,257,443,630,627,478,328,180,60,257,443,630,627,478,328,180,60,257,443,630,627,478,328,180,60
7034,Uganda,,B R,800,Canada,124,72,91,111,118,118,118,117,117,72,91,111,118,118,118,117,117,72,91,111,118,118,118,117,117
7035,Uganda,,B R,800,United States of America*,840,131,255,378,474,547,619,692,750,131,255,378,474,547,619,692,750,131,255,378,474,547,619,692,750
7038,Uganda,,B R,800,Australia*,36,74,74,74,79,88,97,105,112,74,74,74,79,88,97,105,112,74,74,74,79,88,97,105,112
7061,United Republic of Tanzania,,B R,834,Burundi,108,117918,155746,308640,156976,54271,87662,108812,118096,117918,155746,308640,156976,54271,87662,108812,118096,117918,155746,308640,156976,54271,87662,108812,118096
7062,United Republic of Tanzania,,B R,834,Comoros,174,137,182,194,219,225,236,211,229,137,182,194,219,225,236,211,229,137,182,194,219,225,236,211,229
7063,United Republic of Tanzania,,B R,834,Kenya,404,19211,18133,17301,16595,15965,15513,13898,15084,19211,18133,17301,16595,15965,15513,13898,15084,19211,18133,17301,16595,15965,15513,13898,15084
7064,United Republic of Tanzania,,B R,834,Malawi,454,3305,3260,3250,3226,3209,3156,2827,3068,3305,3260,3250,3226,3209,3156,2827,3068,3305,3260,3250,3226,3209,3156,2827,3068
7065,United Republic of Tanzania,,B R,834,Mauritius,480,43,57,61,68,70,88,78,85,43,57,61,68,70,88,78,85,43,57,61,68,70,88,78,85
7066,United Republic of Tanzania,,B R,834,Mozambique,508,72912,28094,22865,17854,14052,7288,6529,7086,72912,28094,22865,17854,14052,7288,6529,7086,72912,28094,22865,17854,14052,7288,6529,7086
7067,United Republic of Tanzania,,B R,834,Rwanda,646,33591,305662,23858,6451,2969,202,182,198,33591,305662,23858,6451,2969,202,182,198,33591,305662,23858,6451,2969,202,182,198
7068,United Republic of Tanzania,,B R,834,Seychelles,690,85,114,121,137,141,116,112,122,85,114,121,137,141,116,112,122,85,114,121,137,141,116,112,122
7069,United Republic of Tanzania,,B R,834,Somalia,706,186,2098,1739,1145,1065,1415,1267,1375,186,2098,1739,1145,1065,1415,1267,1375,186,2098,1739,1145,1065,1415,1267,1375
7070,United Republic of Tanzania,,B R,834,Uganda,800,9408,7430,5905,4522,3362,2315,2073,2250,9408,7430,5905,4522,3362,2315,2073,2250,9408,7430,5905,4522,3362,2315,2073,2250
7071,United Republic of Tanzania,,B R,834,Zambia,894,9839,7837,7356,6330,5553,4312,3862,4192,9839,7837,7356,6330,5553,4312,3862,4192,9839,7837,7356,6330,5553,4312,3862,4192
7072,United Republic of Tanzania,,B R,834,Zimbabwe,716,196,262,278,314,323,508,455,494,196,262,278,314,323,508,455,494,196,262,278,314,323,508,455,494
7074,United Republic of Tanzania,,B R,834,Angola,24,290,387,411,465,478,498,446,484,290,387,411,465,478,498,446,484,290,387,411,465,478,498,446,484
7075,United Republic of Tanzania,,B R,834,Congo,178,7383,10851,11685,12034,12347,12618,11304,12269,7383,10851,11685,12034,12347,12618,11304,12269,7383,10851,11685,12034,12347,12618,11304,12269
7076,United Republic of Tanzania,,B R,834,Democratic Republic of the Congo,180,10142,11136,55150,47859,31912,31093,37099,40265,10142,11136,55150,47859,31912,31093,37099,40265,10142,11136,55150,47859,31912,31093,37099,40265
7078,United Republic of Tanzania,,B R,834,Botswana,72,26,34,37,41,42,42,36,39,26,34,37,41,42,42,36,39,26,34,37,41,42,42,36,39
7079,United Republic of Tanzania,,B R,834,Eswatini,748,17,22,24,26,27,30,23,25,17,22,24,26,27,30,23,25,17,22,24,26,27,30,23,25
7080,United Republic of Tanzania,,B R,834,Lesotho,426,26,34,37,41,42,75,66,72,26,34,37,41,42,75,66,72,26,34,37,41,42,75,66,72
7081,United Republic of Tanzania,,B R,834,Namibia,516,146,195,207,233,240,251,224,243,146,195,207,233,240,251,224,243,146,195,207,233,240,251,224,243
7082,United Republic of Tanzania,,B R,834,South Africa,710,161,215,229,259,266,279,249,270,161,215,229,259,266,279,249,270,161,215,229,259,266,279,249,270
7085,United Republic of Tanzania,,B R,834,India,356,2137,2717,2857,3087,3263,3427,3070,3332,2137,2717,2857,3087,3263,3427,3070,3332,2137,2717,2857,3087,3263,3427,3070,3332
7086,United Republic of Tanzania,,B R,834,Pakistan,586,170,215,227,252,258,269,240,260,170,215,227,252,258,269,240,260,170,215,227,252,258,269,240,260
7089,United Republic of Tanzania,,B R,834,United Kingdom*,826,292,371,390,422,430,613,548,595,292,371,390,422,430,613,548,595,292,371,390,422,430,613,548,595
7091,United Republic of Tanzania,,B R,834,Italy,380,153,194,204,226,232,242,216,234,153,194,204,226,232,242,216,234,153,194,204,226,232,242,216,234
7093,United Republic of Tanzania,,B R,834,Germany,276,257,327,344,382,392,494,442,479,257,327,344,382,392,494,442,479,257,327,344,382,392,494,442,479
7095,United Republic of Tanzania,,B R,834,Canada,124,75,95,105,110,113,116,103,112,75,95,105,110,113,116,103,112,75,95,105,110,113,116,103,112
7096,United Republic of Tanzania,,B R,834,United States of America*,840,346,440,463,515,528,627,561,609,346,440,463,515,528,627,561,609,346,440,463,515,528,627,561,609
7121,Zambia,,B R,894,Burundi,108,..,138,914,1884,1561,2337,3284,4354,..,138,914,1884,1561,2337,3284,4354,..,138,914,1884,1561,2337,3284,4354
7122,Zambia,,B R,894,Kenya,404,157,118,90,131,242,213,288,382,157,118,90,131,242,213,288,382,157,118,90,131,242,213,288,382
7123,Zambia,,B R,894,Malawi,454,6632,4809,2664,3711,6840,5248,6605,8758,6632,4809,2664,3711,6840,5248,6605,8758,6632,4809,2664,3711,6840,5248,6605,8758
7124,Zambia,,B R,894,Mozambique,508,20764,1610,280,432,635,561,761,1009,20764,1610,280,432,635,561,761,1009,20764,1610,280,432,635,561,761,1009
7125,Zambia,,B R,894,Rwanda,646,..,1065,3794,3356,3603,3186,4330,5741,..,1065,3794,3356,3603,3186,4330,5741,..,1065,3794,3356,3603,3186,4330,5741
7126,Zambia,,B R,894,Uganda,800,135,138,143,137,177,156,210,278,135,138,143,137,177,156,210,278,135,138,143,137,177,156,210,278
7127,Zambia,,B R,894,United Republic of Tanzania,834,3051,2717,2101,2458,2953,2550,3466,4595,3051,2717,2101,2458,2953,2550,3466,4595,3051,2717,2101,2458,2953,2550,3466,4595
7128,Zambia,,B R,894,Zimbabwe,716,17995,12278,4610,6334,9388,7301,9079,12039,17995,12278,4610,6334,9388,7301,9079,12039,17995,12278,4610,6334,9388,7301,9079,12039
7130,Zambia,,B R,894,Angola,24,61728,70443,117525,49293,18468,13831,15341,20340,61728,70443,117525,49293,18468,13831,15341,20340,61728,70443,117525,49293,18468,13831,15341,20340
7131,Zambia,,B R,894,Cameroon,120,2,2,3,11,114,100,135,179,2,2,3,11,114,100,135,179,2,2,3,11,114,100,135,179
7132,Zambia,,B R,894,Congo,178,64,251,1920,3634,4219,3730,5070,6722,64,251,1920,3634,4219,3730,5070,6722,64,251,1920,3634,4219,3730,5070,6722
7133,Zambia,,B R,894,Democratic Republic of the Congo,180,13176,15197,28266,35947,10345,13066,24161,32034,13176,15197,28266,35947,10345,13066,24161,32034,13176,15197,28266,35947,10345,13066,24161,32034
7135,Zambia,,B R,894,Egypt,818,101,59,35,48,60,53,71,94,101,59,35,48,60,53,71,94,101,59,35,48,60,53,71,94
7137,Zambia,,B R,894,Botswana,72,294,142,69,198,495,437,593,786,294,142,69,198,495,437,593,786,294,142,69,198,495,437,593,786
7138,Zambia,,B R,894,Namibia,516,1087,217,46,114,349,308,417,553,1087,217,46,114,349,308,417,553,1087,217,46,114,349,308,417,553
7139,Zambia,,B R,894,South Africa,710,3088,1292,745,1053,1509,1334,1813,2404,3088,1292,745,1053,1509,1334,1813,2404,3088,1292,745,1053,1509,1334,1813,2404
7141,Zambia,,B R,894,Ghana,288,144,84,49,50,56,49,64,85,144,84,49,50,56,49,64,85,144,84,49,50,56,49,64,85
7142,Zambia,,B R,894,Mali,466,54,50,47,49,75,66,88,117,54,50,47,49,75,66,88,117,54,50,47,49,75,66,88,117
7143,Zambia,,B R,894,Nigeria,566,47,43,40,76,223,197,267,354,47,43,40,76,223,197,267,354,47,43,40,76,223,197,267,354
7144,Zambia,,B R,894,Senegal,686,16,19,23,21,35,30,40,53,16,19,23,21,35,30,40,53,16,19,23,21,35,30,40,53
7147,Zambia,,B R,894,China,156,28,35,46,113,306,270,367,487,28,35,46,113,306,270,367,487,28,35,46,113,306,270,367,487
7148,Zambia,,B R,894,Japan,392,47,44,41,35,50,44,59,78,47,44,41,35,50,44,59,78,47,44,41,35,50,44,59,78
7150,Zambia,,B R,894,India,356,2129,1915,1703,1967,2112,1867,2538,3365,2129,1915,1703,1967,2112,1867,2538,3365,2129,1915,1703,1967,2112,1867,2538,3365
7153,Zambia,,B R,894,United Kingdom*,826,897,647,467,520,606,535,726,963,897,647,467,520,606,535,726,963,897,647,467,520,606,535,726,963
7155,Zambia,,B R,894,France*,250,24,21,20,22,41,36,48,63,24,21,20,22,41,36,48,63,24,21,20,22,41,36,48,63
7156,Zambia,,B R,894,Germany,276,138,97,69,91,128,113,153,203,138,97,69,91,128,113,153,203,138,97,69,91,128,113,153,203
7158,Zambia,,B R,894,Canada,124,120,99,82,92,106,93,126,167,120,99,82,92,106,93,126,167,120,99,82,92,106,93,126,167
7159,Zambia,,B R,894,United States of America*,840,220,220,221,316,447,395,535,709,220,220,221,316,447,395,535,709,220,220,221,316,447,395,535,709
7162,Zambia,,B R,894,Australia*,36,42,42,43,76,128,113,153,203,42,42,43,76,128,113,153,203,42,42,43,76,128,113,153,203
7183,Zimbabwe,,B R,716,Malawi,454,29478,29183,39958,44086,44367,45332,46661,48115,29478,29183,39958,44086,44367,45332,46661,48115,29478,29183,39958,44086,44367,45332,46661,48115
7184,Zimbabwe,,B R,716,Mozambique,508,214238,114387,85019,62449,50665,51767,53086,54740,214238,114387,85019,62449,50665,51767,53086,54740,214238,114387,85019,62449,50665,51767,53086,54740
7185,Zimbabwe,,B R,716,Zambia,894,7715,9799,11317,12589,13147,13433,13723,14151,7715,9799,11317,12589,13147,13433,13723,14151,7715,9799,11317,12589,13147,13433,13723,14151
7187,Zimbabwe,,B R,716,Botswana,72,1264,1256,1724,1776,1592,1626,1672,1724,1264,1256,1724,1776,1592,1626,1672,1724,1264,1256,1724,1776,1592,1626,1672,1724
7188,Zimbabwe,,B R,716,South Africa,710,4918,6577,7315,8168,8123,8299,8521,8787,4918,6577,7315,8168,8123,8299,8521,8787,4918,6577,7315,8168,8123,8299,8521,8787
7191,Zimbabwe,,B R,716,United Kingdom*,826,8217,7788,10204,8333,5230,5347,5502,5673,8217,7788,10204,8333,5230,5347,5502,5673,8217,7788,10204,8333,5230,5347,5502,5673
7320,Angola,,B R,24,Mozambique,508,44,54,63,86,106,123,124,128,44,54,63,86,106,123,124,128,44,54,63,86,106,123,124,128
7321,Angola,,B R,24,Rwanda,646,24,63,102,309,511,691,701,723,24,63,102,309,511,691,701,723,24,63,102,309,511,691,701,723
7322,Angola,,B R,24,Zambia,894,69,84,98,133,164,190,191,196,69,84,98,133,164,190,191,196,69,84,98,133,164,190,191,196
7324,Angola,,B R,24,Chad,148,6,8,9,13,16,18,763,786,6,8,9,13,16,18,763,786,6,8,9,13,16,18,763,786
7325,Angola,,B R,24,Congo,178,220,267,313,423,523,605,614,633,220,267,313,423,523,605,614,633,220,267,313,423,523,605,614,633
7326,Angola,,B R,24,Democratic Republic of the Congo,180,5767,7392,9016,12913,16544,39082,36588,37707,5767,7392,9016,12913,16544,39082,36588,37707,5767,7392,9016,12913,16544,39082,36588,37707
7327,Angola,,B R,24,Sao Tome and Principe,678,1503,1820,2136,2881,3563,3477,3537,3646,1503,1820,2136,2881,3563,3477,3537,3646,1503,1820,2136,2881,3563,3477,3537,3646
7329,Angola,,B R,24,Namibia,516,163,198,232,314,387,447,453,467,163,198,232,314,387,447,453,467,163,198,232,314,387,447,453,467
7330,Angola,,B R,24,South Africa,710,1154,1397,1640,2212,2736,3165,3220,3318,1154,1397,1640,2212,2736,3165,3220,3318,1154,1397,1640,2212,2736,3165,3220,3318
7332,Angola,,B R,24,Cabo Verde,132,1649,1996,2343,3160,3909,4524,4603,4744,1649,1996,2343,3160,3909,4524,4603,4744,1649,1996,2343,3160,3909,4524,4603,4744
7333,Angola,,B R,24,Côte d'Ivoire,384,2,3,3,10,647,2943,5114,5270,2,3,3,10,647,2943,5114,5270,2,3,3,10,647,2943,5114,5270
7334,Angola,,B R,24,Guinea,324,68,83,97,132,162,5454,7338,7562,68,83,97,132,162,5454,7338,7562,68,83,97,132,162,5454,7338,7562
7337,Angola,,B R,24,Portugal,620,1919,2323,2727,3386,3193,2931,2676,2758,1919,2323,2727,3386,3193,2931,2676,2758,1919,2323,2727,3386,3193,2931,2676,2758
7358,Cameroon,,B R,120,Angola,24,..,..,..,1327,1008,1430,1663,1846,..,..,..,1327,1008,1430,1663,1846,..,..,..,1327,1008,1430,1663,1846
7359,Cameroon,,B R,120,Central African Republic,140,..,..,..,8049,52284,134302,150156,166680,..,..,..,8049,52284,134302,150156,166680,..,..,..,8049,52284,134302,150156,166680
7360,Cameroon,,B R,120,Chad,148,48377,45134,41891,33351,23345,15994,13113,14556,48377,45134,41891,33351,23345,15994,13113,14556,48377,45134,41891,33351,23345,15994,13113,14556
7361,Cameroon,,B R,120,Congo,178,..,..,..,1497,1138,1614,1878,2084,..,..,..,1497,1138,1614,1878,2084,..,..,..,1497,1138,1614,1878,2084
7362,Cameroon,,B R,120,Democratic Republic of the Congo,180,..,..,..,1964,1493,2118,2465,2737,..,..,..,1964,1493,2118,2465,2737,..,..,..,1964,1493,2118,2465,2737
7363,Cameroon,,B R,120,Equatorial Guinea,226,..,..,..,1777,1350,1916,2229,2474,..,..,..,1777,1350,1916,2229,2474,..,..,..,1777,1350,1916,2229,2474
7364,Cameroon,,B R,120,Gabon,266,..,..,..,526,400,568,659,731,..,..,..,526,400,568,659,731,..,..,..,526,400,568,659,731
7366,Cameroon,,B R,120,Benin,204,..,..,..,1066,810,1150,1337,1484,..,..,..,1066,810,1150,1337,1484,..,..,..,1066,810,1150,1337,1484
7367,Cameroon,,B R,120,Guinea,324,..,..,..,2383,1811,2570,2991,3320,..,..,..,2383,1811,2570,2991,3320,..,..,..,2383,1811,2570,2991,3320
7368,Cameroon,,B R,120,Liberia,430,..,..,..,2236,1700,2412,2806,3114,..,..,..,2236,1700,2412,2806,3114,..,..,..,2236,1700,2412,2806,3114
7369,Cameroon,,B R,120,Mali,466,..,..,..,2491,1893,2686,3126,3470,..,..,..,2491,1893,2686,3126,3470,..,..,..,2491,1893,2686,3126,3470
7370,Cameroon,,B R,120,Niger,562,..,..,..,3641,2767,3926,4570,5073,..,..,..,3641,2767,3926,4570,5073,..,..,..,3641,2767,3926,4570,5073
7371,Cameroon,,B R,120,Nigeria,566,44537,41552,38566,44594,33254,72460,93383,103659,44537,41552,38566,44594,33254,72460,93383,103659,44537,41552,38566,44594,33254,72460,93383,103659
7372,Cameroon,,B R,120,Senegal,686,..,..,..,611,464,659,766,850,..,..,..,611,464,659,766,850,..,..,..,611,464,659,766,850
7375,Cameroon,,B R,120,United Kingdom*,826,..,..,..,107,81,116,133,148,..,..,..,107,81,116,133,148,..,..,..,107,81,116,133,148
7377,Cameroon,,B R,120,Greece,300,..,..,..,65,49,70,80,89,..,..,..,65,49,70,80,89,..,..,..,65,49,70,80,89
7378,Cameroon,,B R,120,Italy,380,..,..,..,219,166,235,272,302,..,..,..,219,166,235,272,302,..,..,..,219,166,235,272,302
7380,Cameroon,,B R,120,France*,250,5431,5067,4703,2184,1660,2355,2740,3042,5431,5067,4703,2184,1660,2355,2740,3042,5431,5067,4703,2184,1660,2355,2740,3042
7381,Cameroon,,B R,120,Germany,276,..,..,..,146,111,157,182,202,..,..,..,146,111,157,182,202,..,..,..,146,111,157,182,202
7382,Cameroon,,B R,120,Netherlands*,528,..,..,..,64,49,70,80,89,..,..,..,64,49,70,80,89,..,..,..,64,49,70,80,89
7384,Cameroon,,B R,120,Canada,124,..,..,..,88,67,95,109,121,..,..,..,88,67,95,109,121,..,..,..,88,67,95,109,121
7385,Cameroon,,B R,120,United States of America*,840,..,..,..,405,308,436,506,562,..,..,..,405,308,436,506,562,..,..,..,405,308,436,506,562
7409,Central African Republic,,C R,140,South Sudan,728,..,..,..,..,..,..,1065,1138,..,..,..,..,..,..,1065,1138,..,..,..,..,..,..,1065,1138
7411,Central African Republic,,C R,140,Chad,148,4571,5870,6681,5206,5109,4434,4744,5066,4571,5870,6681,5206,5109,4434,4744,5066,4571,5870,6681,5206,5109,4434,4744,5066
7412,Central African Republic,,C R,140,Democratic Republic of the Congo,180,6134,10346,13689,10667,10469,9085,9723,10384,6134,10346,13689,10667,10469,9085,9723,10384,6134,10346,13689,10667,10469,9085,9723,10384
7413,Central African Republic,,C R,140,Sao Tome and Principe,678,47,54,57,45,45,39,40,42,47,54,57,45,45,39,40,42,47,54,57,45,45,39,40,42
7415,Central African Republic,,C R,140,Egypt,818,21,27,31,25,25,21,22,24,21,27,31,25,25,21,22,24,21,27,31,25,25,21,22,24
7416,Central African Republic,,C R,140,Sudan,729,10655,12683,13656,10641,10443,9063,9721,10381,10655,12683,13656,10641,10443,9063,9721,10381,10655,12683,13656,10641,10443,9063,9721,10381
7418,Central African Republic,,C R,140,South Africa,710,29,25,18,15,15,12,12,13,29,25,18,15,15,12,12,13,29,25,18,15,15,12,12,13
7420,Central African Republic,,C R,140,Mali,466,169,198,211,165,162,140,149,159,169,198,211,165,162,140,149,159,169,198,211,165,162,140,149,159
7421,Central African Republic,,C R,140,Togo,768,2,4,6,6,6,4,3,3,2,4,6,6,6,4,3,3,2,4,6,6,6,4,3,3
7424,Central African Republic,,C R,140,Cyprus,196,2,4,6,6,6,4,3,3,2,4,6,6,6,4,3,3,2,4,6,6,6,4,3,3
7425,Central African Republic,,C R,140,Türkiye,792,5,7,8,7,7,5,4,4,5,7,8,7,7,5,4,4,5,7,8,7,7,5,4,4
7428,Central African Republic,,C R,140,Russian Federation,643,82,91,93,73,71,62,66,70,82,91,93,73,71,62,66,70,82,91,93,73,71,62,66,70
7430,Central African Republic,,C R,140,Denmark*,208,..,1,2,3,3,2,1,1,..,1,2,3,3,2,1,1,..,1,2,3,3,2,1,1
7431,Central African Republic,,C R,140,Ireland,372,1,5,9,8,8,6,5,6,1,5,9,8,8,6,5,6,1,5,9,8,8,6,5,6
7432,Central African Republic,,C R,140,Sweden,752,5,7,9,8,8,6,5,5,5,7,9,8,8,6,5,5,5,7,9,8,8,6,5,5
7434,Central African Republic,,C R,140,Italy,380,5,24,41,32,32,27,28,30,5,24,41,32,32,27,28,30,5,24,41,32,32,27,28,30
7435,Central African Republic,,C R,140,Slovenia,705,7,19,29,23,23,19,20,21,7,19,29,23,23,19,20,21,7,19,29,23,23,19,20,21
7437,Central African Republic,,C R,140,Austria,40,7,9,11,9,9,7,6,6,7,9,11,9,9,7,6,6,7,9,11,9,9,7,6,6
7438,Central African Republic,,C R,140,France*,250,5141,6347,7024,5473,5371,4662,4988,5328,5141,6347,7024,5473,5371,4662,4988,5328,5141,6347,7024,5473,5371,4662,4988,5328
7439,Central African Republic,,C R,140,Netherlands*,528,9,17,24,19,19,16,16,17,9,17,24,19,19,16,16,17,9,17,24,19,19,16,16,17
7440,Central African Republic,,C R,140,Switzerland,756,83,103,116,91,90,77,81,86,83,103,116,91,90,77,81,86,83,103,116,91,90,77,81,86
7442,Central African Republic,,C R,140,Canada,124,10,78,139,109,107,92,98,105,10,78,139,109,107,92,98,105,10,78,139,109,107,92,98,105
7443,Central African Republic,,C R,140,United States of America*,840,64,91,110,86,85,73,77,82,64,91,110,86,85,73,77,82,64,91,110,86,85,73,77,82
7446,Central African Republic,,C R,140,Australia*,36,..,4,8,7,7,5,4,4,..,4,8,7,7,5,4,4,..,4,8,7,7,5,4,4
7468,Chad,,B R,148,Cameroon,120,14261,15517,16772,13747,16450,16794,19708,22383,14261,15517,16772,13747,16450,16794,19708,22383,14261,15517,16772,13747,16450,16794,19708,22383
7469,Chad,,B R,148,Central African Republic,140,3712,4039,4366,34705,41530,46440,54503,61900,3712,4039,4366,34705,41530,46440,54503,61900,3712,4039,4366,34705,41530,46440,54503,61900
7470,Chad,,B R,148,Congo,178,329,358,387,319,381,457,534,606,329,358,387,319,381,457,534,606,329,358,387,319,381,457,534,606
7471,Chad,,B R,148,Democratic Republic of the Congo,180,45,92,139,115,137,164,191,217,45,92,139,115,137,164,191,217,45,92,139,115,137,164,191,217
7472,Chad,,B R,148,Gabon,266,134,146,158,131,156,187,218,247,134,146,158,131,156,187,218,247,134,146,158,131,156,187,218,247
7474,Chad,,B R,148,Libya,434,504,549,593,487,583,700,819,930,504,549,593,487,583,700,819,930,504,549,593,487,583,700,819,930
7475,Chad,,B R,148,Sudan,729,4385,8793,13201,135259,161855,174684,205024,599780,4385,8793,13201,135259,161855,174684,205024,599780,4385,8793,13201,135259,161855,174684,205024,599780
7477,Chad,,B R,148,Niger,562,1203,1309,1415,1160,1388,1668,1956,2222,1203,1309,1415,1160,1388,1668,1956,2222,1203,1309,1415,1160,1388,1668,1956,2222
7478,Chad,,B R,148,Nigeria,566,6821,7421,8021,1109,1327,3523,7106,8071,6821,7421,8021,1109,1327,3523,7106,8071,6821,7421,8021,1109,1327,3523,7106,8071
7481,Chad,,B R,148,France*,250,408,444,479,394,471,566,663,753,408,444,479,394,471,566,663,753,408,444,479,394,471,566,663,753
7506,Congo,,B R,178,Rwanda,646,..,2613,5933,2884,7846,10873,10860,10803,..,2613,5933,2884,7846,10873,10860,10803,..,2613,5933,2884,7846,10873,10860,10803
